,Price(USD)
929,-11.016999999999996
930,10.869000000000028
931,3.7579999999999814
932,0.33600000000001273
933,-9.878999999999905
934,-4.151000000000124
935,3.7420000000000186
936,-1.76400000000001
937,-0.5659999999998604
938,-2.8500000000001933
939,8.189999999999998
940,28.07600000000008
941,2.7660000000000196
942,-2.799000000000035
943,15.276000000000124
944,6.776999999999873
945,-14.815000000000111
946,-4.6299999999999955
947,2.1340000000001282
948,1.8129999999998745
949,27.8780000000001
950,3.3659999999999286
951,0.3440000000001078
952,18.575000000000102
953,4.437999999999761
954,-0.4579999999998563
955,35.50499999999988
956,-17.511999999999887
957,0.9120000000000914
958,7.461999999999875
959,21.721999999999923
960,-11.085000000000036
961,2.5590000000001396
962,7.342999999999961
963,-1.7630000000000905
964,-20.923999999999978
965,-3.3199999999998226
966,-1.5720000000000027
967,6.583999999999946
968,12.085999999999956
969,0.8349999999999227
970,-38.64999999999992
971,6.833000000000027
972,-3.2169999999999845
973,11.446000000000083
974,-5.343000000000131
975,4.328000000000031
976,3.2879999999998972
977,-0.10099999999982856
978,-4.1280000000001
979,3.335999999999899
980,-1.418999999999869
981,-0.7719999999999345
982,25.09099999999995
983,-1.7376999999999043
984,-5.987300000000005
985,-1.502000000000237
986,1.1420000000002233
987,-2.55700000000013
988,-13.671999999999855
989,-2.877000000000237
990,-63.330999999999904
991,18.90100000000001
992,1.54300000000012
993,-1.2239999999999895
994,-6.117000000000132
995,39.83300000000003
996,-11.032999999999788
997,-30.605000000000132
998,12.430999999999813
999,13.41500000000002
1000,-10.729999999999848
1001,0.12999999999971124
1002,2.0350000000001955
1003,-14.939000000000078
1004,-0.6399999999999295
1005,-1.9909999999999854
1006,-12.569000000000017
1007,6.689000000000021
1008,1.8269999999998845
1009,-4.743999999999858
1010,20.251999999999896
1011,-2.6429999999998017
1012,-10.828000000000202
1013,0.6120000000003074
1014,-4.381000000000313
1015,2.7730000000000814
1016,5.920000000000016
1017,-2.771000000000015
1018,5.662000000000035
1019,7.704000000000065
1020,13.720000000000027
1021,-4.7650000000001
1022,7.633999999999787
1023,9.837000000000103
1024,4.572000000000173
1025,-2.0450000000000728
1026,21.742999999999768
1027,-2.4699999999998568
1028,-0.8470000000000368
1029,-17.500999999999806
1030,2.8850000000000477
1031,-0.0450000000001296
1032,3.8870000000000005
1033,5.110000000000127
1034,0.6579999999999586
1035,4.1219999999999
1036,-5.548000000000002
1037,-6.885999999999967
1038,-4.314000000000135
1039,-10.762999999999863
1040,-12.166999999999916
1041,7.670999999999879
1042,8.828000000000031
1043,-1.8629999999998859
1044,0.44199999999995043
1045,3.973000000000013
1046,3.0069999999998913
1047,-8.497999999999877
1048,1.6939999999997895
1049,2.0900000000000887
1050,1.0560000000000969
1051,0.90300000000002
1052,1.8559999999999945
1053,-10.120000000000118
1054,-1.5410000000000537
1055,5.1430000000002
1056,-0.7910000000001105
1057,5.2690000000000055
1058,1.7160000000000082
1059,-3.1930000000000973
1060,0.8600000000000705
1061,0.9719999999999231
1062,8.634000000000071
1063,-2.5930000000000177
1064,-7.2089999999998895
1065,-2.9500000000001023
1066,2.7690000000000055
1067,1.3880000000000337
1068,2.9160000000000537
1069,-1.4849999999999568
1070,1.2519999999998959
1071,3.2139999999999986
1072,-0.9950000000000045
1073,-0.5799999999999841
